TicketID,CreationDate,ResolutionDate,ReleaseIndex,ReleaseID,ReleaseName,ReleaseDate
"SYNCOPE-310","2013-02-08T11:34:53.000+0000","2013-02-08T12:19:26.000+0000",6,"12323749","1.0.5","2013-01-23T00:00"
"SYNCOPE-310","2013-02-08T11:34:53.000+0000","2013-02-08T12:19:26.000+0000",9,"12322504","1.1.0","2013-04-05T00:00"
"SYNCOPE-309","2013-02-04T17:18:28.000+0000","2013-02-25T12:03:55.000+0000",6,"12323749","1.0.5","2013-01-23T00:00"
"SYNCOPE-309","2013-02-04T17:18:28.000+0000","2013-02-25T12:03:55.000+0000",9,"12322504","1.1.0","2013-04-05T00:00"
"SYNCOPE-308","2013-02-04T16:55:08.000+0000","2013-02-11T17:07:08.000+0000",6,"12323749","1.0.5","2013-01-23T00:00"
"SYNCOPE-308","2013-02-04T16:55:08.000+0000","2013-02-11T17:07:08.000+0000",9,"12322504","1.1.0","2013-04-05T00:00"
"SYNCOPE-307","2013-02-04T11:48:00.000+0000","2013-02-13T18:41:57.000+0000",7,"12324001","1.0.6","2013-02-27T00:00"
"SYNCOPE-307","2013-02-04T11:48:00.000+0000","2013-02-13T18:41:57.000+0000",9,"12322504","1.1.0","2013-04-05T00:00"
"SYNCOPE-302","2013-01-31T10:32:19.000+0000","2013-01-31T10:41:38.000+0000",9,"12322504","1.1.0","2013-04-05T00:00"
"SYNCOPE-301","2013-01-30T11:27:32.000+0000","2013-01-30T17:57:42.000+0000",6,"12323749","1.0.5","2013-01-23T00:00"
"SYNCOPE-301","2013-01-30T11:27:32.000+0000","2013-01-30T17:57:42.000+0000",9,"12322504","1.1.0","2013-04-05T00:00"
"SYNCOPE-294","2013-01-28T11:30:59.000+0000","2013-02-01T09:52:18.000+0000",6,"12323749","1.0.5","2013-01-23T00:00"
"SYNCOPE-292","2013-01-28T10:07:53.000+0000","2013-01-28T16:06:09.000+0000",9,"12322504","1.1.0","2013-04-05T00:00"
"SYNCOPE-284","2013-01-23T09:52:18.000+0000","2013-02-04T16:58:50.000+0000",9,"12322504","1.1.0","2013-04-05T00:00"
"SYNCOPE-274","2013-01-15T11:35:22.000+0000","2013-01-15T12:49:13.000+0000",5,"12323474","1.0.4","2012-12-10T00:00"
"SYNCOPE-272","2013-01-11T11:52:27.000+0000","2013-01-14T15:10:58.000+0000",6,"12323749","1.0.5","2013-01-23T00:00"
"SYNCOPE-269","2013-01-10T11:08:23.000+0000","2013-01-11T16:10:08.000+0000",5,"12323474","1.0.4","2012-12-10T00:00"
"SYNCOPE-269","2013-01-10T11:08:23.000+0000","2013-01-11T16:10:08.000+0000",9,"12322504","1.1.0","2013-04-05T00:00"
"SYNCOPE-267","2013-01-08T10:00:41.000+0000","2013-01-08T11:35:59.000+0000",5,"12323474","1.0.4","2012-12-10T00:00"
"SYNCOPE-267","2013-01-08T10:00:41.000+0000","2013-01-08T11:35:59.000+0000",6,"12323749","1.0.5","2013-01-23T00:00"
"SYNCOPE-267","2013-01-08T10:00:41.000+0000","2013-01-08T11:35:59.000+0000",9,"12322504","1.1.0","2013-04-05T00:00"
"SYNCOPE-262","2013-01-04T08:21:46.000+0000","2013-01-07T16:31:12.000+0000",9,"12322504","1.1.0","2013-04-05T00:00"
"SYNCOPE-260","2013-01-02T09:50:14.000+0000","2013-01-07T09:06:20.000+0000",6,"12323749","1.0.5","2013-01-23T00:00"
"SYNCOPE-260","2013-01-02T09:50:14.000+0000","2013-01-07T09:06:20.000+0000",9,"12322504","1.1.0","2013-04-05T00:00"
"SYNCOPE-240","2012-11-29T14:31:55.000+0000","2012-11-29T15:08:14.000+0000",5,"12323474","1.0.4","2012-12-10T00:00"
"SYNCOPE-240","2012-11-29T14:31:55.000+0000","2012-11-29T15:08:14.000+0000",9,"12322504","1.1.0","2013-04-05T00:00"
"SYNCOPE-238","2012-11-19T14:23:25.000+0000","2012-11-28T17:18:11.000+0000",3,"12323346","1.0.3-incubating","2012-09-30T00:00"
"SYNCOPE-237","2012-11-16T10:11:03.000+0000","2012-11-16T10:17:13.000+0000",3,"12323346","1.0.3-incubating","2012-09-30T00:00"
"SYNCOPE-236","2012-11-11T14:57:54.000+0000","2012-11-11T15:01:25.000+0000",3,"12323346","1.0.3-incubating","2012-09-30T00:00"
"SYNCOPE-234","2012-11-05T11:24:18.000+0000","2012-11-05T15:08:55.000+0000",5,"12323474","1.0.4","2012-12-10T00:00"
"SYNCOPE-233","2012-11-03T18:26:39.000+0000","2012-11-10T11:30:04.000+0000",4,"12323254","1.0.2-incubating","2012-10-02T00:00"
"SYNCOPE-233","2012-11-03T18:26:39.000+0000","2012-11-10T11:30:04.000+0000",3,"12323346","1.0.3-incubating","2012-09-30T00:00"
"SYNCOPE-232","2012-11-02T17:04:23.000+0000","2012-11-06T11:09:58.000+0000",4,"12323254","1.0.2-incubating","2012-10-02T00:00"
"SYNCOPE-232","2012-11-02T17:04:23.000+0000","2012-11-06T11:09:58.000+0000",3,"12323346","1.0.3-incubating","2012-09-30T00:00"
"SYNCOPE-230","2012-10-26T12:41:21.000+0000","2012-10-29T17:19:29.000+0000",4,"12323254","1.0.2-incubating","2012-10-02T00:00"
"SYNCOPE-228","2012-10-25T15:28:07.000+0000","2012-10-25T16:11:50.000+0000",4,"12323254","1.0.2-incubating","2012-10-02T00:00"
"SYNCOPE-226","2012-10-18T12:49:11.000+0000","2012-10-19T10:39:04.000+0000",4,"12323254","1.0.2-incubating","2012-10-02T00:00"
"SYNCOPE-224","2012-10-16T14:06:08.000+0000","2012-10-18T12:53:48.000+0000",4,"12323254","1.0.2-incubating","2012-10-02T00:00"
"SYNCOPE-220","2012-10-13T09:44:25.000+0000","2012-10-15T12:54:50.000+0000",4,"12323254","1.0.2-incubating","2012-10-02T00:00"
"SYNCOPE-217","2012-10-09T12:59:02.000+0000","2012-10-09T16:00:25.000+0000",4,"12323254","1.0.2-incubating","2012-10-02T00:00"
"SYNCOPE-214","2012-10-04T10:45:45.000+0000","2012-10-09T16:18:44.000+0000",2,"12322540","1.0.1-incubating","2012-08-29T00:00"
"SYNCOPE-211","2012-09-20T12:51:29.000+0000","2012-09-20T15:32:10.000+0000",2,"12322540","1.0.1-incubating","2012-08-29T00:00"
"SYNCOPE-202","2012-09-05T10:09:33.000+0000","2012-10-01T15:30:49.000+0000",4,"12323254","1.0.2-incubating","2012-10-02T00:00"
"SYNCOPE-202","2012-09-05T10:09:33.000+0000","2012-10-01T15:30:49.000+0000",9,"12322504","1.1.0","2013-04-05T00:00"
"SYNCOPE-196","2012-09-03T10:32:43.000+0000","2012-09-04T10:47:08.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-194","2012-09-03T10:24:21.000+0000","2012-09-10T15:20:07.000+0000",2,"12322540","1.0.1-incubating","2012-08-29T00:00"
"SYNCOPE-192","2012-08-29T08:01:19.000+0000","2012-08-29T12:42:33.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-191","2012-08-27T09:54:11.000+0000","2012-08-28T12:49:35.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-187","2012-08-14T08:35:21.000+0000","2012-08-14T14:20:34.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-187","2012-08-14T08:35:21.000+0000","2012-08-14T14:20:34.000+0000",9,"12322504","1.1.0","2013-04-05T00:00"
"SYNCOPE-185","2012-08-14T08:27:50.000+0000","2012-08-29T15:07:48.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-183","2012-08-14T08:25:42.000+0000","2012-10-01T15:57:08.000+0000",2,"12322540","1.0.1-incubating","2012-08-29T00:00"
"SYNCOPE-182","2012-08-13T06:38:25.000+0000","2012-08-17T12:14:46.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-181","2012-08-06T15:49:04.000+0000","2012-08-07T08:18:54.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-180","2012-08-02T08:47:12.000+0000","2012-08-02T15:56:23.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-179","2012-08-01T16:25:11.000+0000","2012-08-01T16:27:50.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-178","2012-08-01T13:17:48.000+0000","2012-08-01T13:29:50.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-118","2012-07-27T15:39:00.000+0000","2012-07-30T07:50:57.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-117","2012-07-27T15:36:17.000+0000","2012-07-30T11:34:38.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-115","2012-07-26T09:20:17.000+0000","2012-07-26T09:34:40.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-114","2012-07-20T07:28:39.000+0000","2012-07-20T10:20:53.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-113","2012-07-19T22:00:51.000+0000","2012-07-20T08:47:04.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-112","2012-07-17T08:34:10.000+0000","2012-07-17T10:58:09.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-111","2012-07-16T10:13:32.000+0000","2012-07-16T14:10:43.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-108","2012-07-12T10:56:05.000+0000","2012-07-13T08:11:53.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-106","2012-07-06T13:41:27.000+0000","2012-07-06T13:55:47.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-104","2012-07-04T09:55:19.000+0000","2012-07-04T10:08:25.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-103","2012-07-02T10:18:51.000+0000","2012-07-03T10:21:10.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-102","2012-06-27T14:16:36.000+0000","2012-07-13T16:35:18.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-101","2012-06-26T15:09:36.000+0000","2012-07-18T12:40:55.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-99","2012-06-20T13:40:22.000+0000","2012-06-21T10:37:35.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-97","2012-06-19T08:59:08.000+0000","2012-06-21T08:25:11.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-96","2012-06-14T14:25:55.000+0000","2012-06-20T13:50:22.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-95","2012-06-12T16:13:58.000+0000","2012-06-14T15:34:59.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-94","2012-06-08T12:18:22.000+0000","2012-06-12T14:54:16.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-92","2012-06-04T10:29:34.000+0000","2012-06-08T15:20:58.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-90","2012-05-30T13:47:18.000+0000","2012-06-04T15:18:48.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-86","2012-05-22T10:40:29.000+0000","2012-05-22T13:39:54.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-84","2012-05-22T07:36:51.000+0000","2012-05-22T14:07:57.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-83","2012-05-21T08:29:52.000+0000","2012-05-30T12:35:15.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-82","2012-05-08T08:10:58.000+0000","2012-05-08T11:32:12.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-81","2012-05-03T15:29:04.000+0000","2012-05-04T10:29:37.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-80","2012-05-03T15:26:28.000+0000","2012-05-08T08:14:03.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-77","2012-05-02T14:48:13.000+0000","2012-05-02T14:52:00.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-75","2012-05-02T10:49:37.000+0000","2012-05-03T12:33:45.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-72","2012-04-30T13:07:46.000+0000","2012-04-30T15:44:33.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-71","2012-04-30T09:54:43.000+0000","2012-04-30T10:31:13.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-70","2012-04-30T09:44:07.000+0000","2012-04-30T16:04:11.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-68","2012-04-27T07:03:41.000+0000","2012-05-23T13:33:45.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-65","2012-04-24T13:59:10.000+0000","2012-05-02T10:22:10.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-63","2012-04-24T10:10:12.000+0000","2012-04-24T10:45:51.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-61","2012-04-18T13:03:30.000+0000","2012-10-04T11:51:01.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-58","2012-04-17T07:31:30.000+0000","2012-04-17T08:29:10.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-54","2012-04-04T13:06:32.000+0000","2012-04-04T13:54:36.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-52","2012-04-04T07:08:45.000+0000","2012-04-04T11:35:18.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-49","2012-03-28T07:35:41.000+0000","2012-03-28T13:38:44.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-48","2012-03-26T15:48:50.000+0000","2012-04-03T12:49:41.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-47","2012-03-23T10:49:16.000+0000","2012-03-23T14:43:46.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-46","2012-03-22T12:23:12.000+0000","2012-03-22T16:26:46.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-43","2012-03-17T08:31:15.000+0000","2012-03-19T10:42:44.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-41","2012-03-15T17:03:48.000+0000","2012-03-28T15:32:19.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-40","2012-03-15T16:10:12.000+0000","2012-03-19T09:08:51.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-39","2012-03-15T14:10:10.000+0000","2012-03-22T12:51:06.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-37","2012-03-14T13:51:48.000+0000","2012-03-16T18:05:39.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-36","2012-03-13T10:09:34.000+0000","2012-03-13T10:25:38.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-34","2012-03-09T15:36:01.000+0000","2012-03-09T15:39:55.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-33","2012-03-09T11:45:34.000+0000","2012-03-09T13:58:15.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-32","2012-03-09T08:54:47.000+0000","2012-03-09T09:11:42.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-31","2012-03-08T14:43:03.000+0000","2012-03-09T09:11:22.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-30","2012-03-08T13:45:09.000+0000","2012-03-08T14:36:36.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-29","2012-03-08T13:27:47.000+0000","2012-04-02T16:18:48.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-27","2012-03-07T14:40:20.000+0000","2012-03-07T15:00:21.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-23","2012-03-02T09:19:01.000+0000","2012-03-02T10:00:31.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-21","2012-03-02T09:01:55.000+0000","2012-03-16T14:17:39.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-18","2012-03-01T15:14:01.000+0000","2012-03-13T16:38:51.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-17","2012-03-01T14:28:34.000+0000","2012-03-01T14:53:40.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-16","2012-03-01T11:41:37.000+0000","2012-03-01T15:09:42.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-12","2012-02-29T14:02:13.000+0000","2012-02-29T18:09:44.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-11","2012-02-29T10:19:28.000+0000","2012-02-29T13:39:58.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-10","2012-02-28T10:56:09.000+0000","2012-02-28T15:36:42.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-8","2012-02-24T17:13:02.000+0000","2012-02-27T11:47:58.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-3","2012-02-23T07:41:54.000+0000","2012-02-27T08:26:32.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
"SYNCOPE-1","2012-02-21T14:26:29.000+0000","2012-02-27T08:26:21.000+0000",1,"12320044","1.0.0-incubating","2012-08-06T00:00"
